"idencuesta","c01","c02","c03","c04","c05_01","c05_02","c05_03","c05_04","c05_05","c05_06","c05_07","c05_08","c06_01","c06_02","c06_03","c06_04","c06_05","c06_06","c11","c13","c14_01","c14_02","d05_02","d05_04","m0_sexo","m0_edad","m01","m35"
4301235,1,2,2,1,1,1,3,1,3,1,1,1,1,1,1,4,4,4,1,1,4,4,5,5,2,42,9,3
4301243,3,2,3,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,3,5,4,4,2,43,5,4
4301251,2,2,2,1,1,1,3,1,1,1,1,2,1,1,1,1,4,2,2,1,1,3,5,5,2,45,3,1
4301252,3,2,2,1,5,2,3,2,2,2,2,4,1,2,2,1,2,3,2,2,3,3,5,5,2,54,3,1
5101012,3,2,3,3,2,1,3,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,5,1,2,65,7,3
5101014,1,3,2,3,1,1,1,1,3,1,3,1,1,1,1,3,3,3,2,5,2,5,3,3,1,21,8,3
5101015,4,2,2,1,3,1,3,3,1,1,1,3,1,2,2,1,4,3,2,1,3,4,3,1,1,69,7,2
5101016,1,2,2,1,1,1,4,2,1,4,2,1,4,1,1,4,4,4,2,4,3,5,5,5,2,48,5,4
5101017,1,3,2,2,2,1,3,2,3,2,2,2,1,1,2,4,4,4,2,4,3,3,4,2,1,42,9,4
5101021,1,2,3,1,1,1,3,2,1,3,1,1,1,1,1,4,4,4,1,1,3,3,4,5,1,35,7,1
5101022,2,1,1,1,3,1,5,3,1,3,1,1,1,1,1,4,5,4,2,1,3,3,3,4,1,47,5,1
5101025,1,2,2,3,1,1,5,3,1,3,1,1,3,3,1,4,4,4,2,3,3,5,4,4,1,49,8,1
5101035,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,4,4,2,55,5,1
5101042,2,2,2,1,1,1,5,1,1,1,1,1,1,1,1,3,3,2,2,1,1,4,4,4,2,65,4,1
5101044,1,3,2,1,1,1,3,1,1,2,1,2,1,1,1,3,3,3,1,1,3,4,3,5,2,35,5,3
5101045,1,2,2,1,2,1,3,1,1,1,1,2,1,1,1,2,2,2,2,1,1,5,4,4,2,74,5,2
5101053,2,2,2,1,2,1,4,1,1,1,1,3,1,1,1,1,,2,1,1,1,3,4,4,1,63,2,1
5101055,1,2,2,1,1,1,3,3,1,1,1,1,1,1,1,3,5,1,1,1,4,3,4,4,1,33,4,1
5101062,2,2,3,1,1,1,3,3,3,2,3,3,2,2,1,1,4,,2,2,2,5,4,4,1,42,5,2
5101063,3,2,2,3,4,1,3,,1,,2,3,1,1,1,,3,3,2,3,1,3,5,1,2,75,4,2
5101064,4,2,3,3,1,1,4,4,1,2,1,1,1,3,1,1,3,2,1,1,3,3,4,4,2,48,5,2
5101065,1,3,3,2,2,2,2,4,2,2,2,4,1,2,2,4,5,4,2,2,4,5,4,3,2,55,7,5
5101066,2,2,1,1,3,2,4,2,3,3,2,2,2,3,1,1,2,2,2,1,1,1,4,5,2,27,5,1
5101067,3,2,1,1,3,1,2,3,2,3,2,3,1,2,3,4,4,4,2,4,2,5,4,5,2,57,5,1
5101068,1,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,3,3,2,3,3,5,4,4,1,25,8,2
5101072,1,2,2,1,1,1,3,3,1,3,1,1,3,1,1,4,2,3,2,5,5,5,5,5,1,34,5,3
5101073,3,1,1,1,4,,4,,4,5,3,4,,,,4,4,4,1,1,1,1,,,1,26,8,2
5101074,1,3,1,2,4,3,5,5,2,4,2,4,2,2,2,4,4,4,2,3,4,4,4,4,1,33,9,1
5101075,3,3,2,3,2,1,4,,3,3,2,2,1,1,1,5,5,4,1,4,5,5,4,4,2,54,7,2
5101081,2,2,2,1,1,1,2,4,1,1,1,1,1,1,1,4,4,4,2,3,4,5,4,5,2,26,9,3
5101083,3,2,1,2,3,2,5,2,4,4,3,1,3,2,1,4,5,4,2,2,3,4,5,5,2,41,9,5
5101084,1,1,2,1,2,1,1,5,2,3,2,3,1,1,1,5,5,5,2,4,4,3,5,1,2,27,9,3
5101086,3,2,2,1,3,2,2,2,2,3,2,3,2,2,2,3,5,3,1,2,1,5,4,4,1,68,9,2
5101087,1,1,2,1,2,1,2,3,3,1,2,2,1,1,1,4,4,4,2,4,4,5,4,3,2,43,5,4
5101088,1,2,2,3,1,1,2,1,1,2,1,1,1,1,1,3,3,4,2,2,3,2,5,5,1,43,7,1
5101092,1,2,2,2,1,1,4,2,3,3,1,1,1,1,1,1,1,1,1,2,1,3,5,5,1,30,5,1
5101093,3,2,2,2,1,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,31,7,1
5101094,5,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,2,5,5,2,53,8,1
5101095,2,2,2,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,56,5,1
5101101,4,1,1,2,4,1,5,,1,4,,5,1,1,1,1,,,2,1,1,1,5,1,1,75,3,1
5101102,1,2,2,3,1,1,1,2,1,1,1,1,1,1,1,3,3,3,1,1,3,3,5,2,2,33,7,2
5101103,3,3,2,2,5,3,4,1,4,2,4,5,2,3,1,1,2,1,2,4,3,4,4,4,1,61,9,4
5101105,2,2,1,1,2,2,3,3,1,1,1,1,1,1,1,1,2,1,1,3,4,5,5,3,1,63,6,4
5101107,1,2,2,2,3,1,3,3,2,2,2,2,1,1,1,3,4,2,1,1,2,3,4,4,2,56,7,3
5101111,1,3,2,1,1,1,2,2,1,4,1,2,1,1,1,4,5,4,1,1,2,5,5,5,1,63,4,3
5101112,1,2,2,1,2,1,3,5,1,1,1,2,1,1,1,4,5,5,2,1,4,5,5,1,2,74,3,4
5101114,5,3,3,2,3,1,5,5,1,1,1,4,1,1,1,3,4,3,2,1,1,1,5,5,1,70,3,1
5101117,1,2,1,1,1,1,2,4,2,2,1,2,1,1,1,2,2,2,2,3,3,4,4,4,2,35,3,1
5101123,2,2,2,1,3,1,3,3,3,3,3,3,1,1,1,2,5,2,2,1,1,1,4,4,2,73,2,1
5101124,3,2,2,1,4,2,3,3,2,2,2,3,1,2,2,1,,2,2,3,3,3,5,5,1,57,7,1
5101125,1,2,2,1,1,1,2,3,1,1,1,2,1,1,1,1,2,2,2,1,1,1,5,3,2,53,7,1
5101126,3,2,2,2,3,2,4,3,2,3,2,3,2,2,2,3,4,3,1,1,2,2,5,2,2,37,7,1
5101131,2,3,3,1,1,1,1,1,1,1,1,3,1,1,1,,,,2,1,1,5,4,4,2,66,4,1
5101132,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,3,1,1,1,4,1,5,2,36,5,1
5101133,1,3,3,3,1,1,1,4,1,1,1,1,1,1,1,3,,3,2,1,3,3,4,5,1,33,7,1
5101136,2,2,2,3,3,1,3,1,1,1,1,3,1,1,1,3,3,1,2,3,1,5,5,5,2,67,3,1
5101137,5,2,1,2,3,1,5,3,1,3,2,3,1,3,2,1,1,4,3,3,1,4,3,5,1,18,4,1
5101141,3,1,2,3,2,1,3,3,1,2,1,3,1,1,1,3,5,5,2,1,1,1,3,3,2,62,5,3
5101142,1,3,2,3,1,1,3,3,1,1,1,1,1,1,1,3,3,3,2,1,2,3,1,1,1,55,4,3
5101145,2,2,2,1,1,1,2,3,2,1,1,1,1,1,1,2,3,3,1,2,2,2,5,5,1,22,5,1
5101147,4,2,2,1,3,3,3,3,1,1,2,3,1,4,4,4,4,3,2,3,2,3,4,4,2,59,4,5
5101148,1,2,1,1,3,1,2,1,2,1,2,3,1,1,1,3,2,3,2,1,1,1,5,5,1,57,3,1
5101151,1,2,2,1,2,3,2,3,3,3,2,3,2,3,2,4,4,3,2,3,3,3,5,3,2,49,4,1
5101152,,3,3,3,2,1,4,3,2,4,1,2,1,1,1,5,5,5,2,1,1,3,4,4,1,51,2,3
5101153,3,2,3,3,2,2,4,3,1,1,1,3,1,1,1,4,3,3,2,2,3,4,5,5,2,47,5,2
5101154,2,3,3,3,2,2,4,3,2,1,1,3,1,1,1,1,4,2,1,1,1,1,4,4,2,30,8,1
5101155,2,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,2,3,3,4,4,4,1,57,4,2
5101161,2,2,2,1,1,1,3,3,1,1,1,1,1,1,1,5,5,3,2,1,3,4,5,5,2,34,6,3
5101162,2,2,2,1,2,2,3,3,2,2,2,3,2,2,2,3,3,3,2,4,4,5,3,2,2,66,5,4
5101163,4,2,2,1,4,3,4,3,2,3,4,4,3,4,2,1,3,2,2,4,5,5,4,4,1,43,7,1
5101164,1,1,1,1,1,5,4,3,3,3,3,2,,,,3,3,3,1,1,1,1,5,5,2,47,7,3
5101172,1,2,1,2,2,1,2,,1,1,1,5,1,1,1,5,5,2,2,1,1,1,5,5,2,69,3,3
5101173,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,5,3,1,1,1,1,5,5,1,72,5,1
5101174,3,2,2,1,4,3,4,,4,1,3,3,1,1,1,1,,1,2,3,3,3,5,5,2,61,4,4
5101181,2,2,2,3,3,1,3,3,1,1,1,2,1,1,1,4,4,3,2,2,3,5,5,5,2,46,7,2
5101182,1,2,2,3,1,1,2,3,1,1,1,1,1,1,1,3,3,3,1,2,2,3,4,4,1,20,8,2
5101183,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,4,4,2,41,3,1
5101184,2,1,1,2,2,1,4,1,2,3,1,2,1,2,1,1,1,3,2,2,3,3,5,5,2,50,7,2
5101186,2,2,2,1,2,2,5,1,5,2,2,3,1,1,2,2,,,1,2,3,2,4,5,1,22,8,1
5101191,3,,2,1,2,2,3,3,5,3,2,2,2,2,2,4,3,3,2,5,4,4,5,5,1,23,8,2
5101192,1,2,2,1,2,2,4,1,3,2,1,1,1,1,1,4,5,5,2,4,5,5,5,5,1,30,9,2
5101193,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,41,7,2
5101194,2,2,2,2,2,2,3,2,3,3,3,1,2,3,3,3,3,2,3,4,4,3,4,3,2,19,8,1
5101195,2,2,3,3,1,2,4,4,1,2,1,1,1,1,3,3,3,3,1,2,3,3,3,5,1,24,8,1
5101196,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,2,24,8,2
5101197,1,2,2,3,1,1,3,3,3,1,1,1,1,,1,1,3,1,2,1,1,2,5,4,2,25,6,3
5101201,1,2,3,1,2,2,4,2,2,2,2,2,2,1,2,4,4,4,1,1,3,3,5,5,1,52,3,2
5101202,1,2,1,2,5,5,5,5,5,5,5,5,3,3,3,3,3,3,2,1,1,3,5,5,1,35,4,1
5101203,1,2,2,1,1,1,3,4,1,1,1,1,1,1,1,1,5,1,2,1,1,3,5,5,1,58,3,2
5101204,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,4,3,4,2,1,1,1,4,4,2,70,2,1
5101205,1,2,2,1,1,1,3,3,1,1,1,1,1,1,1,3,3,3,1,5,3,4,4,5,2,25,6,2
5101206,1,2,2,1,1,1,3,4,1,3,1,1,1,1,1,3,3,3,2,1,3,1,4,4,1,46,9,1
5101207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,29,4,1
5101215,1,2,1,1,1,1,3,3,2,3,2,2,,,,3,,3,1,1,2,1,3,5,2,34,5,1
5101221,2,1,2,,2,2,2,,2,2,2,2,1,2,2,4,4,4,2,2,1,1,5,5,1,64,3,1
5101222,1,3,3,3,4,1,3,1,3,3,3,5,1,1,1,2,,1,2,2,2,4,5,2,1,57,5,1
5101223,2,2,2,2,4,1,1,2,1,1,1,2,1,1,1,3,2,2,2,1,1,1,5,1,2,69,2,1
5101224,4,2,2,1,3,2,4,1,5,1,2,4,1,5,3,4,3,3,2,5,5,5,5,4,2,37,9,3
5101226,2,2,1,3,2,2,3,2,2,2,2,3,2,2,2,3,3,3,1,1,1,1,4,4,2,26,5,1
5101233,2,2,2,1,3,3,3,2,3,3,3,4,1,1,1,1,1,3,1,2,2,2,4,4,2,46,7,2
5101234,3,2,2,1,2,1,4,1,3,2,2,3,1,1,1,2,2,1,2,2,3,4,5,4,2,65,5,4
5101241,3,2,3,3,2,2,4,3,5,3,2,3,2,3,3,1,1,3,2,2,3,4,5,3,2,32,4,2
5101243,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,2,2,4,4,2,28,7,3
5101251,1,2,2,1,1,2,3,3,2,1,2,3,1,1,1,1,1,1,1,1,1,2,4,4,2,41,5,1
5101252,2,2,2,1,2,1,2,5,5,2,5,2,2,2,1,5,5,5,2,4,5,5,4,4,2,22,8,3
5101253,3,2,3,3,2,2,3,2,3,2,2,4,2,2,2,3,3,3,1,1,1,1,4,4,2,34,5,1
5101261,3,1,3,3,2,3,4,5,3,2,2,2,1,2,2,,4,4,2,5,5,4,4,5,2,35,9,3
5101274,,,2,2,1,1,4,3,3,4,3,4,1,1,1,1,1,1,1,1,1,1,4,4,2,18,5,1
5101282,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,,,2,2,1,2,1,5,4,2,57,5,1
5101291,2,2,2,1,2,1,2,2,2,4,1,2,1,3,1,3,1,3,2,1,2,4,4,4,1,54,5,3
5101292,1,3,2,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,2,1,1,4,3,4,2,75,3,1
5101295,1,2,2,1,1,2,4,4,4,4,3,4,1,1,1,1,1,1,2,2,2,2,4,5,1,24,5,1
5101301,2,2,1,2,2,1,4,4,4,4,1,1,1,1,2,3,4,3,2,5,4,4,4,5,1,54,7,2
5101303,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,4,5,5,2,3,3,3,5,2,2,35,8,1
5101311,1,2,2,1,1,2,1,2,1,2,3,2,1,1,2,3,2,2,2,3,4,4,4,5,1,45,5,1
5101313,2,2,2,2,3,3,2,4,2,3,3,4,1,3,5,5,5,5,2,5,5,5,5,4,1,70,9,4
5101331,1,2,2,1,1,1,5,3,4,1,1,1,1,1,1,1,1,1,2,1,1,1,5,5,1,51,7,4
5101333,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,4,3,3,1,1,1,1,5,4,2,36,8,3
5101341,1,2,1,1,1,1,4,3,1,4,4,4,2,1,2,2,1,1,1,1,2,3,3,4,2,29,9,1
5101343,2,2,1,1,2,1,4,3,3,4,4,3,1,1,3,3,2,3,2,2,2,2,5,5,1,47,7,1
5101361,5,2,2,2,1,1,3,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,4,5,1,52,5,1
5101362,3,2,2,2,1,1,3,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,3,5,1,45,5,1
5101364,1,1,1,1,1,2,4,,5,3,5,3,3,1,3,4,3,5,1,1,1,1,4,3,2,26,7,1
5101371,1,2,2,1,1,1,1,4,4,4,1,1,1,1,1,4,4,4,2,3,1,4,5,5,1,33,10,4
5101372,3,2,2,1,1,1,2,2,4,3,3,3,1,1,1,4,4,4,2,1,3,3,5,4,2,32,7,3
5101373,4,1,2,1,2,1,5,4,1,2,1,2,2,2,2,4,3,3,1,3,4,4,4,5,2,23,5,2
5101393,1,2,2,1,2,2,2,1,1,1,1,2,,,,3,5,5,2,1,3,5,4,5,2,55,3,1
5101394,1,2,2,1,3,1,3,1,2,3,3,3,2,2,2,5,5,3,2,3,2,3,4,4,2,42,9,3
5101395,3,3,2,1,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,4,5,5,5,5,1,60,7,2
5101401,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,4,5,1,19,5,3
5101402,2,1,1,2,3,1,1,4,1,1,1,4,1,1,1,1,1,1,2,1,3,5,4,5,2,66,3,4
5101403,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,27,5,1
5101404,3,3,2,2,2,1,4,3,2,3,2,2,1,1,1,3,5,3,2,1,1,3,5,5,2,54,5,3
5101411,2,,1,,1,3,4,4,5,5,3,2,4,3,5,2,5,5,,3,1,1,4,,1,31,5,4
5101422,5,2,2,2,1,1,3,3,4,3,3,4,1,1,1,1,1,1,1,1,3,2,4,3,2,35,5,1
5101432,1,2,1,3,1,1,5,4,1,1,1,1,,,,3,,,2,1,1,1,4,4,2,35,5,2
5101433,1,1,1,2,2,3,1,4,2,1,2,4,1,2,5,5,5,5,2,5,5,5,4,4,2,32,10,5
5101443,1,2,2,2,3,2,4,3,2,2,3,5,1,1,3,4,2,1,2,3,3,4,4,5,1,58,9,2
5101444,5,2,1,1,4,1,4,2,4,2,3,5,1,1,1,1,1,1,2,3,3,3,4,4,2,37,5,1
5101451,1,2,2,2,1,2,3,1,3,2,2,2,3,1,1,1,1,1,1,3,2,5,4,5,1,38,7,1
5101452,4,1,1,2,2,3,4,3,4,4,3,2,3,3,3,4,4,4,2,4,4,4,5,5,1,38,10,5
5101453,2,,2,,4,2,2,4,3,1,,4,4,3,1,5,,,3,3,4,4,1,,2,28,9,1
5101462,1,2,2,2,1,1,3,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,4,3,2,49,6,1
5101463,1,2,2,2,1,1,3,1,2,3,5,4,2,2,1,1,1,2,2,1,1,1,3,5,2,31,5,1
5101465,1,2,2,2,1,2,4,3,3,3,2,2,1,1,3,2,2,2,2,3,3,3,3,4,1,66,5,1
5101472,1,2,2,1,1,2,3,3,2,2,3,2,1,1,2,2,2,2,1,2,2,3,5,4,2,36,5,1
5101474,3,2,1,1,4,5,4,4,5,5,5,4,5,4,5,5,4,4,2,2,4,5,4,5,2,44,3,1
5101481,2,2,2,3,1,1,4,3,2,3,2,2,1,1,1,3,4,,2,2,1,1,4,4,1,33,7,3
5101482,2,2,2,1,2,1,4,3,4,3,3,3,1,1,1,4,,,2,1,1,5,4,4,2,54,4,1
5101484,1,2,2,3,2,2,4,4,3,3,3,3,1,1,1,,,,1,1,2,3,4,4,2,39,3,1
5101485,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,3,4,4,4,1,53,8,6
5101486,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,3,3,4,4,1,24,8,2
5101491,3,2,2,1,2,1,4,,2,3,1,3,1,1,1,1,1,1,2,1,1,3,4,5,2,71,4,2
5101492,1,2,2,1,1,1,1,1,2,3,1,1,1,1,1,2,3,1,2,1,3,3,5,5,2,60,2,3
5101493,2,2,2,1,1,1,3,,1,1,1,1,1,1,1,3,1,1,1,1,1,2,5,5,2,60,4,2
5101494,2,2,2,1,2,1,5,3,2,2,2,2,1,3,3,3,3,2,1,2,3,3,5,5,1,19,5,3
5101495,3,1,1,1,4,2,5,2,2,2,2,4,1,2,3,3,2,3,2,4,2,5,5,5,1,52,4,2
5101496,1,1,1,2,2,1,4,,1,2,1,2,1,1,1,2,1,2,2,1,1,3,4,5,2,45,5,1
5101497,2,2,2,1,1,1,3,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,5,4,2,54,4,2
5101501,1,2,2,1,3,1,3,1,1,4,1,3,1,1,1,1,1,1,2,1,1,3,5,4,1,74,4,2
5101502,3,2,1,1,3,1,1,,1,4,1,3,1,1,1,,,,2,1,1,3,5,4,2,74,5,2
5101503,4,2,2,1,3,1,4,,1,1,1,1,1,1,1,3,1,1,2,2,1,4,5,3,1,61,2,2
5101504,3,2,2,1,1,1,3,3,2,1,1,1,1,1,1,4,4,4,1,1,3,4,4,5,1,22,5,3
5101505,1,1,2,1,1,1,5,1,1,2,1,2,1,1,1,4,2,2,1,1,1,3,5,5,1,55,5,3
5101506,2,2,2,1,2,1,5,1,2,2,1,4,1,1,1,2,,3,2,1,1,1,4,5,2,68,3,1
5101507,3,2,2,1,3,1,3,1,1,1,1,3,1,2,3,1,2,2,2,2,2,2,5,4,1,70,3,2
5101511,4,2,2,2,2,1,2,1,1,1,1,1,1,1,1,3,2,1,2,1,1,3,5,5,2,63,1,1
5101513,2,2,2,1,4,1,2,,3,2,1,4,1,1,1,3,,4,1,1,1,2,5,5,2,42,4,2
5101514,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,35,5,2
5101515,4,3,3,1,1,1,4,3,1,1,1,2,1,1,2,3,5,3,1,1,1,1,2,4,2,37,4,1
5101516,2,2,2,1,2,1,4,1,1,1,1,4,1,1,1,3,3,3,2,1,2,3,5,5,1,34,4,1
5101521,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,3,3,2,1,5,5,4,4,1,54,4,2
5101523,1,3,2,1,2,1,2,2,3,2,2,2,1,1,1,2,2,2,1,1,1,1,4,5,1,34,3,3
5101524,5,2,2,2,5,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,4,5,1,73,2,1
5101525,2,2,2,1,3,3,4,1,3,1,1,3,1,1,1,3,3,3,2,1,1,1,5,5,2,26,4,1
5101526,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,3,5,1,2,1,1,1,4,5,1,52,2,1
5101527,3,2,2,1,2,1,1,3,1,3,1,3,1,1,1,4,5,3,2,1,2,4,4,5,2,35,4,1
5101528,4,2,1,1,2,2,3,3,3,4,2,3,3,3,3,1,3,3,2,1,2,5,4,5,1,35,5,1
5101531,2,3,3,3,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,3,3,3,4,5,2,23,5,1
5101533,1,3,2,1,1,1,5,3,1,2,1,3,1,1,1,4,5,4,1,1,1,1,4,2,2,25,7,1
5101536,1,2,3,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,1,2,4,5,4,2,23,4,1
5101537,1,1,2,3,1,1,3,,1,1,1,1,1,1,1,4,4,3,2,1,2,3,4,5,1,50,7,1
5103031,1,2,2,1,1,1,3,2,2,1,2,2,1,1,1,3,,3,1,1,3,2,5,5,1,42,7,2
5103033,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,4,4,3,1,42,5,3
5103036,2,3,3,3,3,1,4,3,4,2,2,4,1,2,2,3,4,3,2,2,2,4,4,5,1,32,7,3
5103038,2,3,3,2,2,2,3,3,2,3,2,3,2,2,2,3,3,3,1,1,1,1,5,5,2,22,5,4
5103044,,2,2,1,3,1,3,1,3,2,2,2,1,1,1,1,2,1,2,2,3,2,4,3,1,52,6,4
5103045,1,2,2,1,1,1,5,2,1,1,1,3,1,1,1,,,3,1,1,1,3,5,5,2,38,5,3
5109013,2,2,2,3,3,2,4,3,3,3,2,4,3,3,3,4,4,4,2,3,3,4,5,4,2,62,9,2
5109014,4,2,1,2,4,4,5,4,4,3,4,4,3,3,3,3,4,4,2,4,3,4,5,5,1,62,9,5
5109032,2,,3,2,2,3,2,4,2,2,2,1,1,1,2,4,4,4,1,3,3,3,4,3,2,23,6,4
5109033,4,1,2,1,4,2,5,3,3,3,3,4,3,3,3,3,3,3,2,3,2,4,4,4,1,57,9,3
5109034,1,3,3,3,3,3,2,2,2,1,1,3,1,2,2,3,4,3,2,3,3,4,5,3,1,54,5,4
5109045,3,3,1,3,3,2,4,4,1,2,3,3,2,3,3,3,4,4,2,3,4,4,4,4,2,48,10,4
5109051,3,2,2,1,1,2,5,3,1,4,2,1,1,1,1,1,1,2,2,3,3,4,5,5,1,47,10,4
5109052,4,2,2,1,2,2,3,3,3,2,2,2,2,2,2,5,5,4,1,1,3,4,5,5,2,24,8,5
5109057,1,3,3,1,2,1,4,3,2,4,1,1,1,1,1,5,5,4,2,1,5,5,4,4,2,28,9,1
5109082,1,2,2,3,1,1,2,3,3,2,1,1,1,1,2,,,3,1,1,4,3,5,5,2,25,9,2
5109091,3,2,2,2,1,1,5,1,3,2,2,1,4,1,3,4,5,5,2,2,1,5,5,4,1,70,7,3
5109093,2,2,2,1,2,2,4,2,3,3,2,3,2,2,2,3,4,3,1,1,3,3,5,4,1,19,8,1
5109094,2,2,2,1,1,1,2,3,2,2,1,2,1,1,3,4,4,4,1,1,2,5,5,5,2,30,7,1
5109096,3,2,2,1,3,2,4,4,3,3,1,3,1,1,1,3,4,3,1,2,1,5,5,5,1,61,5,1
5109102,2,2,2,1,1,1,5,2,1,2,1,2,1,1,1,3,3,2,1,1,2,3,5,4,1,46,3,3
5109103,3,2,2,2,3,2,4,1,3,2,3,2,1,2,1,3,3,2,1,1,1,1,5,5,2,45,2,1
5109105,3,2,2,1,3,1,4,3,1,1,1,4,1,1,1,4,2,2,1,2,2,3,5,4,2,56,2,1
5109113,1,2,2,1,2,1,2,2,1,1,1,2,1,1,1,4,4,4,1,1,2,3,4,4,2,30,5,2
5109114,1,2,2,1,3,2,4,4,1,3,1,4,1,2,2,2,1,2,2,1,3,3,5,5,1,65,3,2
5109115,3,1,2,1,5,2,4,4,2,1,4,4,1,2,2,4,3,4,2,3,3,5,4,5,2,59,5,2
5109116,1,2,2,2,1,1,3,3,4,2,3,3,1,1,1,1,1,1,2,3,3,4,5,5,1,46,5,1
5109117,4,2,2,2,1,1,3,1,3,2,2,3,1,1,1,1,1,1,1,3,1,1,4,3,1,53,3,1
5109121,4,2,2,2,3,1,4,3,2,3,2,3,3,3,3,4,3,4,1,1,2,1,5,4,2,57,9,2
5109122,1,2,2,2,1,1,3,3,3,1,1,1,3,3,1,1,4,1,2,3,3,5,4,5,2,64,4,3
5109124,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,3,3,3,2,4,4,5,5,5,1,51,7,3
5109125,1,2,2,1,2,1,3,2,2,1,1,2,1,1,1,3,4,3,2,1,3,3,4,4,2,45,7,1
5109132,4,2,2,2,3,2,4,4,4,4,4,4,3,1,3,1,1,1,2,3,4,4,4,4,2,64,5,1
5109136,3,1,2,1,1,1,3,3,3,4,4,3,3,2,1,1,1,1,2,3,2,3,4,4,2,35,7,1
5109137,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,4,2,42,4,1
5109142,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,1,53,5,1
5109144,2,2,2,2,2,2,4,4,2,2,2,2,2,2,3,4,3,4,1,3,3,5,4,4,2,32,5,2
5109151,4,1,1,2,4,2,5,,2,,1,4,1,1,1,2,4,4,1,1,1,3,5,5,2,59,1,1
5109152,1,3,1,1,1,1,3,1,1,1,1,1,1,1,2,4,3,2,1,1,2,2,5,5,2,38,4,1
5109153,2,2,1,1,3,1,3,1,2,1,2,3,1,1,1,3,1,1,2,1,1,3,4,5,2,34,3,1
5109154,3,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,4,2,1,1,1,2,5,5,1,23,5,1
5109155,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,3,4,1,33,5,1
5109156,2,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,4,4,1,26,5,1
5109157,4,2,2,1,2,1,1,3,1,1,1,2,1,2,1,2,4,2,1,1,3,5,5,1,2,46,5,1
5109172,2,2,2,1,1,1,4,3,1,2,2,2,2,2,1,4,2,2,2,3,2,2,5,4,2,21,7,2
5109173,1,3,1,2,1,1,3,2,1,3,1,1,2,2,2,4,5,3,1,4,4,5,4,2,2,19,8,1
5109174,3,2,3,2,2,1,3,3,2,3,3,2,2,2,2,4,4,4,1,1,1,2,5,5,1,25,6,1
5109175,1,2,2,1,2,3,2,4,4,2,1,1,1,2,2,4,2,2,2,5,5,5,5,5,1,21,8,3
5109176,2,2,3,3,3,3,4,4,3,2,1,3,2,3,2,4,4,4,2,2,2,3,5,5,1,21,8,1
5109178,2,2,3,3,3,1,3,4,2,3,1,1,1,1,1,3,3,3,1,2,3,3,4,4,2,22,8,1
